test_name,test_number,question_number,exact_question_text,question_text_summary,choices_compact,choice_A,choice_B,choice_C,choice_D,choice_E,choice_F,choice_G,choice_H,choice_J,choice_K,correct_answer_raw,explanation_raw,primary_topic,secondary_topics,subtopics,concept_path,not_connected_to,solution_pathway_1,solution_pathway_2,solution_pathway_3,answer,answer_reasoning,student_misconception_risks,skill_gap_if_wrong,tutor_note,mindcraft_original_question_angle,confidence_level,review_priority,source_status,notes_from_akshat,raw_concept_tag,raw_subskill_tag,raw_difficulty,rewrite_needed_for_mindcraft,source_site,source_url,raw_notes,intelligence_status,batch_status,last_updated
ACT Math Practice Test 25,25,14,"A model for the number of questions on an assignment, when the assignment is worth p points, is q = . According to this model, what is the number of questions, q , for an assignment worth 80 points?","A model for the number of questions on an assignment, when the assignment is worth p points, is q = . According to this model, what is the number of questions, q , for an assignment worth 80 points?",F. 128 | G. 26 | H. 80 | J. 13 | K. 3,,,,,,128,26,80,13,3,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test125.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 25,25,15,The expression x 2 + 2 x - 15 can be written as the product of 2 binomials with integer coefficients. One of the binomials is ( x + 5). Which of the following is the other binomial?,The expression x 2 + 2 x - 15 can be written as the product of 2 binomials with integer coefficients. One of the binomials is ( x + 5). Which of the following is the other binomial?,A. ( x 2 - 3) | B. ( x 2 + 3) | C. ( x - 3) | D. ( x + 3) | E. ( x - 5),( x 2 - 3),( x 2 + 3),( x - 3),( x + 3),( x - 5),,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test125.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 26,26,1,"The production cost of x computers for a company over one year is $175 x + $150,000. To minimize production costs in a given year to $465,000, how many computers can the company make in that year?","The production cost of x computers for a company over one year is $175 x + $150,000. To minimize production costs in a given year to $465,000, how many computers can the company make in that year?","F. 857 | G. 1,725 | H. 1,800 | J. 2,657 | K. 3,514",,,,,,857,"1,725","1,800","2,657","3,514",,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test126.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 26,26,2,"Given g ( x ) = , what is g ( )?","Given g ( x ) = , what is g ( )?",D. 2 E.,,,,2 E.,,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test126.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 26,26,3,"Hannah is 5 years younger than Nora, who is x years old. Which of the following is an expression for Hannah's age in 2 years?","Hannah is 5 years younger than Nora, who is x years old. Which of the following is an expression for Hannah's age in 2 years?",F. x - 3 | G. x + 3 | H. x + 7 | J. 2 x - 3 | K. 3,,,,,,x - 3,x + 3,x + 7,2 x - 3,3,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test126.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 26,26,4,"A rectangle is 5 times as wide as it is long. The area of the rectangle is 320 square feet. What is the perimeter of the rectangle, in feet?","A rectangle is 5 times as wide as it is long. The area of the rectangle is 320 square feet. What is the perimeter of the rectangle, in feet?",A. 8 | B. 40 | C. 48 | D. 64 | E. 96,8,40,48,64,96,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test126.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 26,26,5,"In the figure below, C and D are both on the measure of BAC is equal to the measure of DAE and the measure of ACD is equal to the measure of ADC . Which of the following statements must be true? (Note: The symbol â means ""is congruent to."")","In the figure below, C and D are both on the measure of BAC is equal to the measure of DAE and the measure of ACD is equal to the measure of ADC . Which of the following statements must be true? (Note: The symbol â means ""is congruent to."")",F. ABC is similar to AED. | G. The areas of triangles ACD and ADE are equal. | K. and are perpendicular.,,,,,,ABC is similar to AED.,The areas of triangles ACD and ADE are equal.,,,and are perpendicular.,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test126.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 26,26,6,Which of the following is equivalent to 8 ?,Which of the following is equivalent to 8 ?,A. -1Ã8 5 | E. 2,-1Ã8 5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test126.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 26,26,7,"Admission to the martial arts tournament is $30, but participants must purchase separate tickets for each event they wish to participate in once inside. Each event is the same price as any other event. The graph below shows the total cost for a person, for admission and events, as a function of the number of events paid for. One of the following is the price of a single event. Which one is it? 0 $30 1 $42 2 $54 3 $66 4 $78 5 $90","Admission to the martial arts tournament is $30, but participants must purchase separate tickets for each event they wish to participate in once inside. Each event is the same price as any other event. The graph below shows the total cost for a person, for admission and events, as a function of the number of events paid for. One of the following is the price of a single event. Which one is it? 0 $30 1 $42 2 $54 3 $66 4 $78 5 $90",F. $11 | G. $12 | H. $13 | J. $14 | K. $15,,,,,,$11,$12,$13,$14,$15,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test126.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 26,26,8,"A right triangle, shown below, has a longer leg measuring 16 centimeters. How long is the hypotenuse of the triangle, in centimeters?","A right triangle, shown below, has a longer leg measuring 16 centimeters. How long is the hypotenuse of the triangle, in centimeters?",A. 8 | B. 8 | C. 16 | D. 16 | E. 32,8,8,16,16,32,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test126.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 26,26,9,"If you add up 5 consecutive odd integers that are each greater than 15, what is the smallest possible sum?","If you add up 5 consecutive odd integers that are each greater than 15, what is the smallest possible sum?",F. 75 | G. 90 | H. 95 | J. 100 | K. 105,,,,,,75,90,95,100,105,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test126.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 26,26,10,"A department store escalator is 25 feet long and forms an angle of 43Â° with the floor, which is horizontal. Which of the follow is an expression for the horizontal distance of the escalator from beginning to end?","A department store escalator is 25 feet long and forms an angle of 43Â° with the floor, which is horizontal. Which of the follow is an expression for the horizontal distance of the escalator from beginning to end?",A. 25 sin 43Â° | B. 25 cos 43Â° | C. 25 tan 43Â° | D. 25 csc 43Â° | E. 25 sec 43Â°,25 sin 43Â°,25 cos 43Â°,25 tan 43Â°,25 csc 43Â°,25 sec 43Â°,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test126.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 26,26,11,"If x - 15 = |-5|, then x =?","If x - 15 = |-5|, then x =?",F. -20 | G. -10 | J. 10 | K. 20,,,,,,-20,-10,,10,20,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test126.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 26,26,12,"A grocery store is running a sale on seasonal berries. During the sale, the store sells packages of blueberries for $4 each and packages of strawberries for $6 each. Kate purchased nine packages of fruit for her mother's dinner party for $40. How many packages of blueberries did she purchase?","A grocery store is running a sale on seasonal berries. During the sale, the store sells packages of blueberries for $4 each and packages of strawberries for $6 each. Kate purchased nine packages of fruit for her mother's dinner party for $40. How many packages of blueberries did she purchase?",A. 2 | B. 4 | C. 6 | D. 7 | E. 10,2,4,6,7,10,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test126.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 26,26,13,"In VWY below, X lies on ; Z lies on ; and a , b , c , and d are angle measures, in degrees. The measure of Y is 45Â°. What is a + b + c + d ?","In VWY below, X lies on ; Z lies on ; and a , b , c , and d are angle measures, in degrees. The measure of Y is 45Â°. What is a + b + c + d ?",F. 315 | G. 270 | H. 225 | J. 135 | K. 90,,,,,,315,270,225,135,90,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test126.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 26,26,14,"Triangle ACE , shown in the figure below, is isosceles with base . B lies on and D lies on . Segments and bisect AEC and CAE respectively. Which one of the following angle congruences is necessarily true?","Triangle ACE , shown in the figure below, is isosceles with base . B lies on and D lies on . Segments and bisect AEC and CAE respectively. Which one of the following angle congruences is necessarily true?",A. CAE â BEC | B. CAD â AEC | C. CAE â ACE | D. AEC â ACE | E. BEC â DAE,CAE â BEC,CAD â AEC,CAE â ACE,AEC â ACE,BEC â DAE,,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test126.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 26,26,15,"A trapezoid has parallel bases that measure 3 inches and 9 inches and a height that measures 6 inches. What is the area, in square inches, of the trapezoid?","A trapezoid has parallel bases that measure 3 inches and 9 inches and a height that measures 6 inches. What is the area, in square inches, of the trapezoid?",F. 18 | G. 24 | H. 30 | J. 36 | K. 54,,,,,,18,24,30,36,54,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test126.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 27,27,1,"The table below lists the number (to the nearest 1,000) of book club members in the United States for 2001 through 2004. Of the following expressions with x representing the number of years after 2001, which best models the number of book club members (in thousands) in the United States? Year Number of members (in thousands) 2001 2002 2003 2004 539 542 544 547","The table below lists the number (to the nearest 1,000) of book club members in the United States for 2001 through 2004. Of the following expressions with x representing the number of years after 2001, which best models the number of book club members (in thousands) in the United States? Year Number of members (in thousands) 2001 2002 2003 2004 539 542 544 547","A. 539 x + 2,001 | B. x + 2,001 | C. x + 539 | D. 547 x + 2,004 | E. 2,001 x + 539 The table below shows the percents of U.S. citizens who had ever consumed a certain brand-name soda, out of all soda consumers, for each year from 1986 through 2006.","539 x + 2,001","x + 2,001",x + 539,"547 x + 2,004","2,001 x + 539 The table below shows the percents of U.S. citizens who had ever consumed a certain brand-name soda, out of all soda consumers, for each year from 1986 through 2006.",,,,,,,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test127.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
ACT Math Practice Test 27,27,2,Which of the following years had the LEAST increase in the percent of U.S. citizens who had consumed the brand-name soda from the previous year?,Which of the following years had the LEAST increase in the percent of U.S. citizens who had consumed the brand-name soda from the previous year?,"F. 1990 | G. 1998 | H. 2001 | J. 2004 | K. 2006 The table below shows the percents of U.S. citizens who had ever consumed a certain brand-name soda, out of all soda consumers, for each year from 1986 through 2006.",,,,,,1990,1998,2001,2004,"2006 The table below shows the percents of U.S. citizens who had ever consumed a certain brand-name soda, out of all soda consumers, for each year from 1986 through 2006.",,,,,,,,,,,,,,,,,,,Raw source imported; awaiting explanation,,,,,Yes,CrackAB,https://www.crackab.com/act/math/test127.html,"Raw scraped source. Check formatting manually, especially image/formula questions.",Raw imported - awaiting Akshat explanation,,
